question_id,ref_id,reference_answer_text
Q370,R2,"Raid plays an essential role in os basics, helping the operating system to function efficiently."
Q370,R3,"In simple terms, raid refers to a mechanism or principle used in os basics to manage processes or resources."
Q371,R1,"RAID 0, 1, 5, 6, 10."
Q371,R2,"What are raid levels plays an essential role in os basics, helping the operating system to function efficiently."
Q371,R3,"In simple terms, what are raid levels refers to a mechanism or principle used in os basics to manage processes or resources."
Q372,R1,Direct Memory Access allows devices to read/write memory directly.
Q372,R2,"Dma plays an essential role in device management, helping the operating system to function efficiently."
Q373,R1,Unidirectional communication channel between processes.
Q373,R2,"Pipe plays an essential role in os basics, helping the operating system to function efficiently."
Q373,R3,"In simple terms, pipe refers to a mechanism or principle used in os basics to manage processes or resources."
Q374,R1,Endpoint for bidirectional network communication.
Q374,R2,"Socket plays an essential role in os basics, helping the operating system to function efficiently."
Q374,R3,"In simple terms, socket refers to a mechanism or principle used in os basics to manage processes or resources."
Q375,R1,"Mechanisms for inter-process communication (shared memory, message passing)."
Q375,R2,"Ipc plays an essential role in os basics, helping the operating system to function efficiently."
Q375,R3,"In simple terms, ipc refers to a mechanism or principle used in os basics to manage processes or resources."
Q376,R1,Shared memory allows multiple processes to access the same memory region for faster communication.
Q376,R2,"Shared memory in ipc plays an essential role in memory management, helping the operating system to function efficiently."
Q376,R3,"In simple terms, shared memory in ipc refers to a mechanism or principle used in memory management to manage processes or resources."
Q377,R1,Message queue is an IPC mechanism where messages are stored in a queue for processes to read.
Q377,R2,"Message queue plays an essential role in os basics, helping the operating system to function efficiently."
Q377,R3,"In simple terms, message queue refers to a mechanism or principle used in os basics to manage processes or resources."
Q378,R1,A semaphore is a synchronization tool using counters to control access to shared resources.
Q378,R2,"Semaphore in os plays an essential role in deadlocks, helping the operating system to function efficiently."
Q378,R3,"In simple terms, semaphore in os refers to a mechanism or principle used in deadlocks to manage processes or resources."
Q379,R1,Counting allows multiple accesses; binary allows single access.
Q379,R2,"Difference  counting  binary semaphore plays an essential role in deadlocks, helping the operating system to function efficiently."
Q379,R3,"In simple terms, difference  counting  binary semaphore refers to a mechanism or principle used in deadlocks to manage processes or resources."
Q380,R1,Mutex (mutual exclusion) is a locking mechanism ensuring that only one thread accesses a resource at a time.
Q380,R2,"Mutex plays an essential role in deadlocks, helping the operating system to function efficiently."
Q380,R3,"In simple terms, mutex refers to a mechanism or principle used in deadlocks to manage processes or resources."
Q381,R1,Mutex has ownership; semaphore may allow multiple processes and no ownership.
Q381,R2,"Difference  mutex  semaphore plays an essential role in deadlocks, helping the operating system to function efficiently."
Q381,R3,"In simple terms, difference  mutex  semaphore refers to a mechanism or principle used in deadlocks to manage processes or resources."
Q382,R1,Deadlock occurs when processes are waiting indefinitely for resources held by each other.
Q382,R2,"Deadlock plays an essential role in deadlocks, helping the operating system to function efficiently."
Q382,R3,"In simple terms, deadlock refers to a mechanism or principle used in deadlocks to manage processes or resources."
Q383,R1,"Deadlock occurs only if four conditions hold: mutual exclusion, hold & wait, no preemption, and circular wait."
Q383,R2,"For a deadlock to happen, processes must hold resources exclusively, wait for more, not be preempted, and form a circular waiting chain."
Q383,R3,"The necessary conditions for deadlock are: one-at-a-time resource access, processes holding while waiting, resources not being taken away, and circular dependency."
Q384,R1,Ensuring at least one of the necessary conditions for deadlock cannot occur.
Q384,R2,"Deadlock prevention plays an essential role in deadlocks, helping the operating system to function efficiently."
Q384,R3,"In simple terms, deadlock prevention refers to a mechanism or principle used in deadlocks to manage processes or resources."
Q385,R1,"Dynamically checks resource allocation to avoid unsafe states (e.g., Banker's Algorithm)."
Q385,R2,"Deadlock avoidance plays an essential role in deadlocks, helping the operating system to function efficiently."
Q385,R3,"In simple terms, deadlock avoidance refers to a mechanism or principle used in deadlocks to manage processes or resources."
Q386,R1,OS periodically checks for deadlocks and recovers if necessary.
Q386,R2,"Deadlock detection plays an essential role in deadlocks, helping the operating system to function efficiently."
Q386,R3,"In simple terms, deadlock detection refers to a mechanism or principle used in deadlocks to manage processes or resources."
Q387,R1,Techniques include terminating processes or preempting resources to resolve deadlocks.
Q387,R2,"Deadlock recovery plays an essential role in deadlocks, helping the operating system to function efficiently."
Q387,R3,"In simple terms, deadlock recovery refers to a mechanism or principle used in deadlocks to manage processes or resources."
Q388,R1,Coordination of processes to ensure correct execution when accessing shared resources.
Q388,R2,"Process synchronization plays an essential role in process management, helping the operating system to function efficiently."
Q388,R3,"In simple terms, process synchronization refers to a mechanism or principle used in process management to manage processes or resources."
Q389,R1,A segment of code that accesses shared resources and must be executed exclusively.
Q389,R2,"Critical section plays an essential role in synchronization, helping the operating system to function efficiently."
Q389,R3,"In simple terms, critical section refers to a mechanism or principle used in synchronization to manage processes or resources."
Q390,R1,"Disabling interrupts, mutexes, semaphores, monitors."
Q390,R2,"Methods to solve critical section problem plays an essential role in synchronization, helping the operating system to function efficiently."
Q390,R3,"In simple terms, methods to solve critical section problem refers to a mechanism or principle used in synchronization to manage processes or resources."
Q391,R1,No direct answer available for what is petersons solution?.
Q391,R2,"Petersons solution plays an essential role in os basics, helping the operating system to function efficiently."
Q391,R3,"In simple terms, petersons solution refers to a mechanism or principle used in os basics to manage processes or resources."
Q392,R1,"Spinlock is a lock where a process waits in a loop (""spins"") until it acquires the lock."
Q392,R2,"Spinlock plays an essential role in os basics, helping the operating system to function efficiently."
Q392,R3,"In simple terms, spinlock refers to a mechanism or principle used in os basics to manage processes or resources."
Q393,R1,A kernel thread is managed by the OS kernel and has full access to system resources.
Q393,R2,"Kernel thread plays an essential role in process management, helping the operating system to function efficiently."
Q393,R3,"In simple terms, kernel thread refers to a mechanism or principle used in process management to manage processes or resources."
Q394,R1,A user thread is managed in user space without kernel involvement for context switching.
Q394,R2,"User thread plays an essential role in process management, helping the operating system to function efficiently."
Q394,R3,"In simple terms, user thread refers to a mechanism or principle used in process management to manage processes or resources."
Q395,R1,"Faster execution, better CPU utilization, responsiveness, resource sharing."
Q395,R2,"Advantages of multithreading plays an essential role in os basics, helping the operating system to function efficiently."
Q395,R3,"In simple terms, advantages of multithreading refers to a mechanism or principle used in os basics to manage processes or resources."
Q396,R1,Switching the CPU from one thread to another within the same or different processes.
Q396,R2,"Thread context switch plays an essential role in process management, helping the operating system to function efficiently."
Q396,R3,"In simple terms, thread context switch refers to a mechanism or principle used in process management to manage processes or resources."
Q397,R1,"PCB stores information about process state, program counter, registers, memory, and I/O."
Q397,R2,"Process control block (pcb) plays an essential role in process management, helping the operating system to function efficiently."
Q397,R3,"In simple terms, process control block (pcb) refers to a mechanism or principle used in process management to manage processes or resources."
Q398,R1,"New, Ready, Running, Waiting, Terminated."
Q398,R2,"What are process states plays an essential role in process management, helping the operating system to function efficiently."
Q398,R3,"In simple terms, what are process states refers to a mechanism or principle used in process management to manage processes or resources."
Q399,R1,Ready queue holds all processes in main memory that are ready to execute.
Q399,R2,"Ready queue plays an essential role in os basics, helping the operating system to function efficiently."
Q399,R3,"In simple terms, ready queue refers to a mechanism or principle used in os basics to manage processes or resources."
Q400,R1,Waiting queue holds processes waiting for I/O or other events.
Q400,R2,"Waiting queue plays an essential role in os basics, helping the operating system to function efficiently."
Q400,R3,"In simple terms, waiting queue refers to a mechanism or principle used in os basics to manage processes or resources."
Q401,R1,Method by which OS decides the order of process execution to optimize performance.
Q401,R2,"Cpu scheduling plays an essential role in cpu scheduling, helping the operating system to function efficiently."
Q401,R3,"In simple terms, cpu scheduling refers to a mechanism or principle used in cpu scheduling to manage processes or resources."
Q402,R1,"FCFS, SJF, Priority, Round Robin, Multilevel Queue, Multilevel Feedback Queue."
Q402,R2,"Name cpu scheduling algorithms plays an essential role in cpu scheduling, helping the operating system to function efficiently."
Q402,R3,"In simple terms, name cpu scheduling algorithms refers to a mechanism or principle used in cpu scheduling to manage processes or resources."
Q403,R1,First-Come-First-Serve schedules processes in arrival order.
Q403,R2,"Fcfs scheduling plays an essential role in cpu scheduling, helping the operating system to function efficiently."
Q403,R3,"In simple terms, fcfs scheduling refers to a mechanism or principle used in cpu scheduling to manage processes or resources."
Q404,R1,Shortest Job First schedules the process with the shortest execution time next.
Q404,R2,"Sjf scheduling plays an essential role in cpu scheduling, helping the operating system to function efficiently."
Q404,R3,"In simple terms, sjf scheduling refers to a mechanism or principle used in cpu scheduling to manage processes or resources."
Q405,R1,Preemptive scheduling allows a running process to be interrupted and replaced by a higher-priority process.
Q405,R2,"Preemptive scheduling plays an essential role in cpu scheduling, helping the operating system to function efficiently."
Q405,R3,"In simple terms, preemptive scheduling refers to a mechanism or principle used in cpu scheduling to manage processes or resources."
Q406,R1,Non-preemptive scheduling does not interrupt a running process until it finishes or voluntarily yields CPU.
Q406,R2,"Non-preemptive scheduling plays an essential role in cpu scheduling, helping the operating system to function efficiently."
Q406,R3,"In simple terms, non-preemptive scheduling refers to a mechanism or principle used in cpu scheduling to manage processes or resources."
Q407,R1,"Round-robin scheduling assigns fixed time slices to processes in cyclic order, ensuring fairness."
Q407,R2,"Round-robin scheduling plays an essential role in cpu scheduling, helping the operating system to function efficiently."
Q407,R3,"In simple terms, round-robin scheduling refers to a mechanism or principle used in cpu scheduling to manage processes or resources."
Q408,R1,Priority scheduling runs the process with the highest priority next.
Q408,R2,"Priority scheduling plays an essential role in cpu scheduling, helping the operating system to function efficiently."
Q408,R3,"In simple terms, priority scheduling refers to a mechanism or principle used in cpu scheduling to manage processes or resources."
Q409,R1,Low-priority processes never get CPU due to constant high-priority process arrival.
Q409,R2,"Starvation plays an essential role in os basics, helping the operating system to function efficiently."
Q409,R3,"In simple terms, starvation refers to a mechanism or principle used in os basics to manage processes or resources."
Q410,R1,Aging gradually increases the priority of waiting processes to prevent starvation.
Q410,R2,"Aging in cpu scheduling plays an essential role in cpu scheduling, helping the operating system to function efficiently."
Q410,R3,"In simple terms, aging in cpu scheduling refers to a mechanism or principle used in cpu scheduling to manage processes or resources."
Q411,R1,"Processes are divided into queues based on priority or type, each with its own scheduling algorithm."
Q411,R2,"Multilevel queue scheduling plays an essential role in cpu scheduling, helping the operating system to function efficiently."
Q411,R3,"In simple terms, multilevel queue scheduling refers to a mechanism or principle used in cpu scheduling to manage processes or resources."
Q412,R1,"Processes can move between queues based on behavior, allowing flexibility and fairness."
Q412,R2,"Multilevel feedback queue scheduling plays an essential role in cpu scheduling, helping the operating system to function efficiently."
Q412,R3,"In simple terms, multilevel feedback queue scheduling refers to a mechanism or principle used in cpu scheduling to manage processes or resources."
Q413,R1,"A file system manages how data is stored, organized, and accessed on storage devices."
Q413,R2,"File system plays an essential role in file systems, helping the operating system to function efficiently."
Q413,R3,"In simple terms, file system refers to a mechanism or principle used in file systems to manage processes or resources."
Q414,R1,"Sequential access, direct (random) access, indexed access."
Q414,R2,"What are file access methods plays an essential role in file systems, helping the operating system to function efficiently."
Q414,R3,"In simple terms, what are file access methods refers to a mechanism or principle used in file systems to manage processes or resources."
Q415,R1,VFS is an abstraction layer that allows the OS to support multiple types of file systems in a uniform way.
Q415,R2,"Virtual file system (vfs) plays an essential role in file systems, helping the operating system to function efficiently."
Q415,R3,"In simple terms, virtual file system (vfs) refers to a mechanism or principle used in file systems to manage processes or resources."
Q416,R1,Fragmentation occurs when memory or disk space is used inefficiently. Types: internal and external fragmentation.
Q416,R2,"Fragmentation plays an essential role in memory management, helping the operating system to function efficiently."
Q416,R3,"In simple terms, fragmentation refers to a mechanism or principle used in memory management to manage processes or resources."
Q417,R1,Combining free memory spaces into larger contiguous blocks to reduce external fragmentation.
Q417,R2,"Compaction plays an essential role in os basics, helping the operating system to function efficiently."
Q417,R3,"In simple terms, compaction refers to a mechanism or principle used in os basics to manage processes or resources."
Q418,R1,Swapping moves processes between main memory and secondary storage to free memory for other processes.
Q418,R2,"Swapping plays an essential role in os basics, helping the operating system to function efficiently."
Q418,R3,"In simple terms, swapping refers to a mechanism or principle used in os basics to manage processes or resources."
Q419,R1,"Cache is small, fast memory storing frequently accessed data; virtual memory extends RAM using disk."
Q419,R2,"Difference  cache  virtual memory plays an essential role in memory management, helping the operating system to function efficiently."
Q419,R3,"In simple terms, difference  cache  virtual memory refers to a mechanism or principle used in memory management to manage processes or resources."
Q420,R1,A bootloader is a program that loads the operating system into memory during system startup.
Q420,R2,"Bootloader plays an essential role in os basics, helping the operating system to function efficiently."
Q420,R3,"In simple terms, bootloader refers to a mechanism or principle used in os basics to manage processes or resources."
Q421,R1,A system call is an interface for programs to request services from the OS kernel.
Q421,R2,"System call plays an essential role in system calls, helping the operating system to function efficiently."
Q421,R3,"In simple terms, system call refers to a mechanism or principle used in system calls to manage processes or resources."
Q422,R1,"open(), read(), write(), fork(), exec(), wait(), exit()."
Q422,R2,"Examples of system calls plays an essential role in os basics, helping the operating system to function efficiently."
Q422,R3,"In simple terms, examples of system calls refers to a mechanism or principle used in os basics to manage processes or resources."
Q423,R1,User mode has restricted access; kernel mode has full hardware access.
Q423,R2,"Difference  user mode  kernel mode plays an essential role in os basics, helping the operating system to function efficiently."
Q423,R3,"In simple terms, difference  user mode  kernel mode refers to a mechanism or principle used in os basics to manage processes or resources."
Q424,R1,Creates a new process by duplicating the calling process.
Q424,R2,"Fork() plays an essential role in system calls, helping the operating system to function efficiently."
Q424,R3,"In simple terms, fork() refers to a mechanism or principle used in system calls to manage processes or resources."
Q425,R1,Replaces the current process image with a new program.
Q425,R2,"Exec() plays an essential role in system calls, helping the operating system to function efficiently."
Q425,R3,"In simple terms, exec() refers to a mechanism or principle used in system calls to manage processes or resources."
Q426,R1,Completed process that still occupies process table entry.
Q426,R2,"Zombie process plays an essential role in process management, helping the operating system to function efficiently."
Q426,R3,"In simple terms, zombie process refers to a mechanism or principle used in process management to manage processes or resources."
Q427,R1,Process whose parent has terminated; adopted by init process.
Q427,R2,"Orphprocess plays an essential role in process management, helping the operating system to function efficiently."
Q427,R3,"In simple terms, orphprocess refers to a mechanism or principle used in process management to manage processes or resources."
Q428,R1,"Init is the first process started by the kernel at boot, responsible for starting system services."
Q428,R2,"Init process plays an essential role in process management, helping the operating system to function efficiently."
Q428,R3,"In simple terms, init process refers to a mechanism or principle used in process management to manage processes or resources."
Q429,R1,I/O scheduling determines the order in which I/O operations are processed to improve efficiency.
Q429,R2,"I/o scheduling plays an essential role in cpu scheduling, helping the operating system to function efficiently."
Q429,R3,"In simple terms, i/o scheduling refers to a mechanism or principle used in cpu scheduling to manage processes or resources."
Q430,R1,"FCFS, SSTF (Shortest Seek Time First), SCAN, C-SCAN, LOOK, C-LOOK."
Q430,R2,"Name i/o scheduling algorithms plays an essential role in cpu scheduling, helping the operating system to function efficiently."
Q430,R3,"In simple terms, name i/o scheduling algorithms refers to a mechanism or principle used in cpu scheduling to manage processes or resources."
Q431,R1,Process waits for I/O operation completion.
Q431,R2,"Synchronous i/o plays an essential role in device management, helping the operating system to function efficiently."
Q431,R3,"In simple terms, synchronous i/o refers to a mechanism or principle used in device management to manage processes or resources."
Q432,R1,Process continues execution while I/O operation happens.
Q432,R2,"Asynchronous i/o plays an essential role in device management, helping the operating system to function efficiently."
Q432,R3,"In simple terms, asynchronous i/o refers to a mechanism or principle used in device management to manage processes or resources."
Q433,R1,"OS designed for predictable, time-critical operations."
Q433,R2,"Real-time os (rtos) plays an essential role in os basics, helping the operating system to function efficiently."
Q433,R3,"In simple terms, real-time os (rtos) refers to a mechanism or principle used in os basics to manage processes or resources."
Q434,R1,Hard RTOS guarantees deadlines; soft RTOS is best-effort.
Q434,R2,"Difference  hard  soft rtos plays an essential role in os basics, helping the operating system to function efficiently."
Q434,R3,"In simple terms, difference  hard  soft rtos refers to a mechanism or principle used in os basics to manage processes or resources."
Q435,R1,Manages resources across multiple networked computers as a single system.
Q435,R2,"Distributed os plays an essential role in os basics, helping the operating system to function efficiently."
Q435,R3,"In simple terms, distributed os refers to a mechanism or principle used in os basics to manage processes or resources."
Q436,R1,Provides network services like file sharing and communication.
Q436,R2,"Network os (nos) plays an essential role in os basics, helping the operating system to function efficiently."
Q436,R3,"In simple terms, network os (nos) refers to a mechanism or principle used in os basics to manage processes or resources."
Q437,R1,Monolithic has all services in kernel; microkernel keeps minimal services in kernel and others in user space.
Q437,R2,"Difference  monolithic  microkernel plays an essential role in os basics, helping the operating system to function efficiently."
Q437,R3,"In simple terms, difference  monolithic  microkernel refers to a mechanism or principle used in os basics to manage processes or resources."
Q438,R1,Hybrid kernel combines features of microkernel and monolithic kernel for performance and modularity.
Q438,R2,"Hybrid kernel plays an essential role in os basics, helping the operating system to function efficiently."
Q438,R3,"In simple terms, hybrid kernel refers to a mechanism or principle used in os basics to manage processes or resources."
Q439,R1,Kernel component that can be loaded/unloaded dynamically.
Q439,R2,"Loadable kernel module (lkm) plays an essential role in os basics, helping the operating system to function efficiently."
Q439,R3,"In simple terms, loadable kernel module (lkm) refers to a mechanism or principle used in os basics to manage processes or resources."
Q440,R1,Background process running without user interaction.
Q440,R2,"Daemon process plays an essential role in process management, helping the operating system to function efficiently."
Q440,R3,"In simple terms, daemon process refers to a mechanism or principle used in process management to manage processes or resources."
Q441,R1,Bootstrapping is the process of loading the OS into memory from firmware.
Q441,R2,"Bootstrapping plays an essential role in os basics, helping the operating system to function efficiently."
Q441,R3,"In simple terms, bootstrapping refers to a mechanism or principle used in os basics to manage processes or resources."
Q442,R1,Memory management technique that caches frequently used objects.
Q442,R2,"Slab allocation plays an essential role in memory management, helping the operating system to function efficiently."
Q442,R3,"In simple terms, slab allocation refers to a mechanism or principle used in memory management to manage processes or resources."
Q443,R1,"Spinlock is a lock where a process waits in a loop (""spins"") until it acquires the lock."
Q443,R2,"Spinlock plays an essential role in os basics, helping the operating system to function efficiently."
Q443,R3,"In simple terms, spinlock refers to a mechanism or principle used in os basics to manage processes or resources."
Q444,R1,Distributed file system stores and accesses files across multiple machines transparently.
Q444,R2,"Distributed file system plays an essential role in file systems, helping the operating system to function efficiently."
Q444,R3,"In simple terms, distributed file system refers to a mechanism or principle used in file systems to manage processes or resources."
Q445,R1,Kernel panic occurs when the OS detects a fatal error from which it cannot safely recover.
Q445,R2,"Kernel panic plays an essential role in os basics, helping the operating system to function efficiently."
Q445,R3,"In simple terms, kernel panic refers to a mechanism or principle used in os basics to manage processes or resources."
Q446,R1,Maps device memory into process address space for direct access.
Q446,R2,"Memory-mapped i/o plays an essential role in memory management, helping the operating system to function efficiently."
Q446,R3,"In simple terms, memory-mapped i/o refers to a mechanism or principle used in memory management to manage processes or resources."
Q447,R1,Maps virtual addresses to physical addresses.
Q447,R2,"Page table plays an essential role in virtual memory, helping the operating system to function efficiently."
Q447,R3,"In simple terms, page table refers to a mechanism or principle used in virtual memory to manage processes or resources."
Q448,R1,Single table mapping physical frames to virtual addresses to save memory.
Q448,R2,"Inverted page table plays an essential role in virtual memory, helping the operating system to function efficiently."
Q448,R3,"In simple terms, inverted page table refers to a mechanism or principle used in virtual memory to manage processes or resources."
Q449,R1,Translation Lookaside Buffer caches recent virtual-to-physical address mappings.
Q449,R2,"Tlb plays an essential role in virtual memory, helping the operating system to function efficiently."
Q449,R3,"In simple terms, tlb refers to a mechanism or principle used in virtual memory to manage processes or resources."
Q450,R1,Segmentation fault occurs when a process accesses memory it is not allowed to.
Q450,R2,"Segmentation fault plays an essential role in memory management, helping the operating system to function efficiently."
Q450,R3,"In simple terms, segmentation fault refers to a mechanism or principle used in memory management to manage processes or resources."
Q451,R1,Only the required segment of a program is loaded into memory when needed.
Q451,R2,"Dem segmentation plays an essential role in memory management, helping the operating system to function efficiently."
Q451,R3,"In simple terms, dem segmentation refers to a mechanism or principle used in memory management to manage processes or resources."
Q452,R1,Metadata in a file system that stores information about disk layout and free space.
Q452,R2,"Superblock plays an essential role in os basics, helping the operating system to function efficiently."
Q452,R3,"In simple terms, superblock refers to a mechanism or principle used in os basics to manage processes or resources."
Q453,R1,Logs updates before writing to disk to prevent corruption.
Q453,R2,"Journaling plays an essential role in os basics, helping the operating system to function efficiently."
Q453,R3,"In simple terms, journaling refers to a mechanism or principle used in os basics to manage processes or resources."
Q454,R1,"File Allocation Table, a simple file system format."
Q454,R2,"Fat plays an essential role in os basics, helping the operating system to function efficiently."
Q454,R3,"In simple terms, fat refers to a mechanism or principle used in os basics to manage processes or resources."
Q455,R1,"New Technology File System with security, journaling, and large file support."
Q455,R2,"Ntfs plays an essential role in os basics, helping the operating system to function efficiently."
Q455,R3,"In simple terms, ntfs refers to a mechanism or principle used in os basics to manage processes or resources."
Q456,R1,"Inode stores metadata about a file, like permissions, ownership, and pointers to data blocks."
Q456,R2,"Inode plays an essential role in file systems, helping the operating system to function efficiently."
Q456,R3,"In simple terms, inode refers to a mechanism or principle used in file systems to manage processes or resources."
Q457,R1,RAID (Redundant Array of Independent/Inexpensive Disks) combines multiple disks for redundancy and performance.
Q457,R2,"Raid plays an essential role in os basics, helping the operating system to function efficiently."
Q457,R3,"In simple terms, raid refers to a mechanism or principle used in os basics to manage processes or resources."
Q458,R1,"RAID 0, 1, 5, 6, 10."
Q458,R2,"What are raid levels plays an essential role in os basics, helping the operating system to function efficiently."
Q458,R3,"In simple terms, what are raid levels refers to a mechanism or principle used in os basics to manage processes or resources."
Q459,R1,Direct Memory Access allows devices to read/write memory directly.
Q459,R2,"Dma plays an essential role in device management, helping the operating system to function efficiently."
Q459,R3,"In simple terms, dma refers to a mechanism or principle used in device management to manage processes or resources."
Q460,R1,Unidirectional communication channel between processes.
Q460,R2,"Pipe plays an essential role in os basics, helping the operating system to function efficiently."
Q460,R3,"In simple terms, pipe refers to a mechanism or principle used in os basics to manage processes or resources."
Q461,R1,Endpoint for bidirectional network communication.
Q461,R2,"Socket plays an essential role in os basics, helping the operating system to function efficiently."
Q461,R3,"In simple terms, socket refers to a mechanism or principle used in os basics to manage processes or resources."
Q462,R1,"Mechanisms for inter-process communication (shared memory, message passing)."
Q462,R2,"Ipc plays an essential role in os basics, helping the operating system to function efficiently."
Q462,R3,"In simple terms, ipc refers to a mechanism or principle used in os basics to manage processes or resources."
Q463,R1,Shared memory allows multiple processes to access the same memory region for faster communication.
Q463,R2,"Shared memory in ipc plays an essential role in memory management, helping the operating system to function efficiently."
Q463,R3,"In simple terms, shared memory in ipc refers to a mechanism or principle used in memory management to manage processes or resources."
Q464,R1,Message queue is an IPC mechanism where messages are stored in a queue for processes to read.
Q464,R2,"Message queue plays an essential role in os basics, helping the operating system to function efficiently."
Q464,R3,"In simple terms, message queue refers to a mechanism or principle used in os basics to manage processes or resources."
Q465,R1,A semaphore is a synchronization tool using counters to control access to shared resources.
Q465,R2,"Semaphore in os plays an essential role in deadlocks, helping the operating system to function efficiently."
Q465,R3,"In simple terms, semaphore in os refers to a mechanism or principle used in deadlocks to manage processes or resources."
Q466,R1,Counting allows multiple accesses; binary allows single access.
Q466,R2,"Difference  counting  binary semaphore plays an essential role in deadlocks, helping the operating system to function efficiently."
Q466,R3,"In simple terms, difference  counting  binary semaphore refers to a mechanism or principle used in deadlocks to manage processes or resources."
Q467,R1,Mutex (mutual exclusion) is a locking mechanism ensuring that only one thread accesses a resource at a time.
Q467,R2,"Mutex plays an essential role in deadlocks, helping the operating system to function efficiently."
Q467,R3,"In simple terms, mutex refers to a mechanism or principle used in deadlocks to manage processes or resources."
Q468,R1,"A mutex allows only one thread to access a resource, while a semaphore allows multiple threads based on a counter."
Q468,R2,"Difference  mutex  semaphore plays an essential role in deadlocks, helping the operating system to function efficiently."
Q468,R3,"In simple terms, difference  mutex  semaphore refers to a mechanism or principle used in deadlocks to manage processes or resources."
Q469,R1,Deadlock occurs when processes are waiting indefinitely for resources held by each other.
Q469,R2,"Deadlock plays an essential role in deadlocks, helping the operating system to function efficiently."
Q469,R3,"In simple terms, deadlock refers to a mechanism or principle used in deadlocks to manage processes or resources."
Q470,R1,"Mutual exclusion, hold and wait, no preemption, circular wait."
Q470,R2,"Necessary conditions for deadlock plays an essential role in deadlocks, helping the operating system to function efficiently."
Q470,R3,"In simple terms, necessary conditions for deadlock refers to a mechanism or principle used in deadlocks to manage processes or resources."
Q471,R1,Ensuring at least one of the necessary conditions for deadlock cannot occur.
Q471,R2,"Deadlock prevention plays an essential role in deadlocks, helping the operating system to function efficiently."
Q471,R3,"In simple terms, deadlock prevention refers to a mechanism or principle used in deadlocks to manage processes or resources."
Q472,R1,"Dynamically checks resource allocation to avoid unsafe states (e.g., Banker's Algorithm)."
Q472,R2,"Deadlock avoidance plays an essential role in deadlocks, helping the operating system to function efficiently."
Q472,R3,"In simple terms, deadlock avoidance refers to a mechanism or principle used in deadlocks to manage processes or resources."
Q473,R1,OS periodically checks for deadlocks and recovers if necessary.
Q473,R2,"Deadlock detection plays an essential role in deadlocks, helping the operating system to function efficiently."
Q473,R3,"In simple terms, deadlock detection refers to a mechanism or principle used in deadlocks to manage processes or resources."
Q474,R1,Techniques include terminating processes or preempting resources to resolve deadlocks.
Q474,R2,"Deadlock recovery plays an essential role in deadlocks, helping the operating system to function efficiently."
Q474,R3,"In simple terms, deadlock recovery refers to a mechanism or principle used in deadlocks to manage processes or resources."
Q475,R1,Coordination of processes to ensure correct execution when accessing shared resources.
Q475,R2,"Process synchronization plays an essential role in process management, helping the operating system to function efficiently."
Q475,R3,"In simple terms, process synchronization refers to a mechanism or principle used in process management to manage processes or resources."
Q476,R1,A segment of code that accesses shared resources and must be executed exclusively.
Q476,R2,"Critical section plays an essential role in synchronization, helping the operating system to function efficiently."
Q476,R3,"In simple terms, critical section refers to a mechanism or principle used in synchronization to manage processes or resources."
Q477,R1,"Disabling interrupts, mutexes, semaphores, monitors."
Q477,R2,"Methods to solve critical section problem plays an essential role in synchronization, helping the operating system to function efficiently."
Q477,R3,"In simple terms, methods to solve critical section problem refers to a mechanism or principle used in synchronization to manage processes or resources."
Q478,R1,No direct answer available for what is petersons solution?.
Q478,R2,"Petersons solution plays an essential role in os basics, helping the operating system to function efficiently."
Q478,R3,"In simple terms, petersons solution refers to a mechanism or principle used in os basics to manage processes or resources."
Q479,R1,"Spinlock is a lock where a process waits in a loop (""spins"") until it acquires the lock."
Q479,R2,"Spinlock plays an essential role in os basics, helping the operating system to function efficiently."
Q479,R3,"In simple terms, spinlock refers to a mechanism or principle used in os basics to manage processes or resources."
Q480,R1,A kernel thread is managed by the OS kernel and has full access to system resources.
Q480,R2,"Kernel thread plays an essential role in process management, helping the operating system to function efficiently."
Q480,R3,"In simple terms, kernel thread refers to a mechanism or principle used in process management to manage processes or resources."
Q481,R1,A user thread is managed in user space without kernel involvement for context switching.
Q481,R2,"User thread plays an essential role in process management, helping the operating system to function efficiently."
Q481,R3,"In simple terms, user thread refers to a mechanism or principle used in process management to manage processes or resources."
Q482,R1,"Faster execution, better CPU utilization, responsiveness, resource sharing."
Q482,R2,"Advantages of multithreading plays an essential role in os basics, helping the operating system to function efficiently."
Q482,R3,"In simple terms, advantages of multithreading refers to a mechanism or principle used in os basics to manage processes or resources."
Q483,R1,Switching the CPU from one thread to another within the same or different processes.
Q483,R2,"Thread context switch plays an essential role in process management, helping the operating system to function efficiently."
Q483,R3,"In simple terms, thread context switch refers to a mechanism or principle used in process management to manage processes or resources."
Q484,R1,"PCB stores information about process state, program counter, registers, memory, and I/O."
Q484,R2,"Process control block (pcb) plays an essential role in process management, helping the operating system to function efficiently."
Q484,R3,"In simple terms, process control block (pcb) refers to a mechanism or principle used in process management to manage processes or resources."
Q485,R1,"New, Ready, Running, Waiting, Terminated."
Q485,R2,"What are process states plays an essential role in process management, helping the operating system to function efficiently."
Q485,R3,"In simple terms, what are process states refers to a mechanism or principle used in process management to manage processes or resources."
Q486,R1,Ready queue holds all processes in main memory that are ready to execute.
Q486,R2,"Ready queue plays an essential role in os basics, helping the operating system to function efficiently."
Q486,R3,"In simple terms, ready queue refers to a mechanism or principle used in os basics to manage processes or resources."
